alg,suite,fid,dim,run,fbest,err,nfe,hit,time_sec
SSA,cec2022,1,20,3,300.0000005522112,5.522111905520433e-07,152100,0,16.72080707550049
NLSHADE-RSP,cec2022,1,20,4,300.0000000000008,7.958078640513122e-13,80002,1,2.241344928741455
LSHADE,cec2022,1,20,4,300.0,0.0,50700,1,1.5459973812103271
JADE,cec2022,1,20,4,300.0,0.0,64400,1,1.9155280590057373
jSO,cec2022,1,20,4,300.0,0.0,67570,1,2.113675117492676
Spiral-LSHADE,cec2022,1,20,4,300.0000000000086,8.58335624798201e-12,80000,1,5.975724697113037
CMAES,cec2022,1,20,4,300.0,0.0,7777,1,0.986152172088623
SciPyDE,cec2022,1,20,4,303.39915810112035,3.3991581011203493,76500,0,3.793140411376953
LBFGSB,cec2022,1,20,4,1877.5056514495811,1577.5056514495811,756,0,0.02147507667541504
PSO,cec2022,1,20,4,300.00000000000017,1.7053025658242404e-13,80100,1,6.220895290374756
GWO,cec2022,1,20,4,306.8141160805931,6.814116080593124,80100,0,7.07887077331543
GA,cec2022,1,20,4,301.7054212770797,1.7054212770797221,80100,0,10.72882342338562
SSA,cec2022,1,20,4,300.0000004255495,4.2554950141493464e-07,152100,0,15.671992540359497
NLSHADE-RSP,cec2022,1,20,5,300.0000000000001,1.1368683772161603e-13,80002,1,2.1581571102142334
LSHADE,cec2022,1,20,5,300.0,0.0,50400,1,1.4875333309173584
JADE,cec2022,1,20,5,300.0,0.0,62900,1,1.7655491828918457
jSO,cec2022,1,20,5,300.00000000000006,5.684341886080802e-14,64306,1,2.071390390396118
Spiral-LSHADE,cec2022,1,20,5,300.00000000000074,7.389644451905042e-13,80000,1,5.599628925323486
CMAES,cec2022,1,20,5,300.0,0.0,7081,1,0.8267843723297119
SciPyDE,cec2022,1,20,5,303.7398016612394,3.739801661239426,78900,0,3.7254273891448975
LBFGSB,cec2022,1,20,5,300.00000000173213,1.7321326595265418e-09,903,1,0.024095773696899414
PSO,cec2022,1,20,5,300.00000000000017,1.7053025658242404e-13,80100,1,5.6944427490234375
GWO,cec2022,1,20,5,523.6208294415442,223.62082944154417,80100,0,7.594651937484741
GA,cec2022,1,20,5,310.8555908918145,10.855590891814472,80100,0,9.882159948348999
SSA,cec2022,1,20,5,300.0000269364368,2.6936436825053534e-05,152100,0,15.109792709350586
NLSHADE-RSP,cec2022,1,20,6,300.0000000000001,1.1368683772161603e-13,80002,1,2.2840750217437744
LSHADE,cec2022,1,20,6,300.0,0.0,53900,1,1.7090346813201904
JADE,cec2022,1,20,6,300.0,0.0,59300,1,1.771988868713379
jSO,cec2022,1,20,6,300.00000000000006,5.684341886080802e-14,65386,1,2.090765953063965
Spiral-LSHADE,cec2022,1,20,6,300.00000000000887,8.86757334228605e-12,80000,1,5.93321418762207
CMAES,cec2022,1,20,6,300.00000000000006,5.684341886080802e-14,8425,1,1.05269455909729
SciPyDE,cec2022,1,20,6,303.1859705911857,3.1859705911857077,78300,0,3.604165554046631
LBFGSB,cec2022,1,20,6,300.0000000001267,1.2670398064074107e-10,756,1,0.019587993621826172
PSO,cec2022,1,20,6,300.0000000000002,2.2737367544323206e-13,80100,1,5.526052474975586
GWO,cec2022,1,20,6,384.45736741875686,84.45736741875686,80100,0,8.035505056381226
GA,cec2022,1,20,6,301.21861300005054,1.2186130000505386,80100,0,12.376423358917236
SSA,cec2022,1,20,6,300.00000085530826,8.553082579965121e-07,152100,0,16.572754621505737
NLSHADE-RSP,cec2022,1,20,7,300.00000000000006,5.684341886080802e-14,80002,1,2.365356206893921
LSHADE,cec2022,1,20,7,300.0,0.0,56800,1,1.8696315288543701
JADE,cec2022,1,20,7,300.0,0.0,71900,1,2.252202033996582
jSO,cec2022,1,20,7,300.0,0.0,67286,1,2.3089547157287598
Spiral-LSHADE,cec2022,1,20,7,300.0000000000108,1.0800249583553523e-11,80000,1,5.846140146255493
CMAES,cec2022,1,20,7,300.0,0.0,7741,1,1.0546903610229492
SciPyDE,cec2022,1,20,7,306.0292886899071,6.029288689907105,73500,0,3.730926036834717
LBFGSB,cec2022,1,20,7,14408.651288403442,14108.651288403442,903,0,0.025854110717773438
PSO,cec2022,1,20,7,300.0000000000002,2.2737367544323206e-13,80100,1,6.380212783813477
GWO,cec2022,1,20,7,546.710521243358,246.71052124335802,80100,0,7.367807149887085
GA,cec2022,1,20,7,526.2248145771484,226.22481457714844,80100,0,12.116110563278198
SSA,cec2022,1,20,7,300.00000080296127,8.029612672544317e-07,152100,0,17.08360743522644
NLSHADE-RSP,cec2022,1,20,8,300.00000000000045,4.547473508864641e-13,80002,1,2.356093406677246
LSHADE,cec2022,1,20,8,300.0,0.0,52700,1,1.7545793056488037
JADE,cec2022,1,20,8,300.0,0.0,60600,1,1.7911479473114014
jSO,cec2022,1,20,8,300.0,0.0,67682,1,2.1175718307495117
Spiral-LSHADE,cec2022,1,20,8,300.0000000000044,4.376943252282217e-12,80000,1,5.994600057601929
CMAES,cec2022,1,20,8,300.00000000000006,5.684341886080802e-14,8077,1,1.142517328262329
SciPyDE,cec2022,1,20,8,304.30750305307504,4.307503053075038,69000,0,3.8993723392486572
LBFGSB,cec2022,1,20,8,300.00000000457277,4.572768830257701e-09,840,1,0.027303695678710938
PSO,cec2022,1,20,8,300.0000000000003,2.8421709430404007e-13,80100,1,7.878647565841675
GWO,cec2022,1,20,8,414.14081954976865,114.14081954976865,80100,0,7.617279767990112
GA,cec2022,1,20,8,945.9603279008636,645.9603279008636,80100,0,11.808435201644897
SSA,cec2022,1,20,8,300.0000181607177,1.8160717672799365e-05,152100,0,17.081414222717285
NLSHADE-RSP,cec2022,1,20,9,300.00000000000006,5.684341886080802e-14,80002,1,2.2521541118621826
LSHADE,cec2022,1,20,9,300.0,0.0,58500,1,1.760209321975708
JADE,cec2022,1,20,9,300.0,0.0,60000,1,1.7655417919158936
jSO,cec2022,1,20,9,300.0,0.0,67570,1,2.1285312175750732
Spiral-LSHADE,cec2022,1,20,9,300.0000000000009,9.094947017729282e-13,80000,1,6.180490255355835
CMAES,cec2022,1,20,9,300.0,0.0,7081,1,0.9157352447509766
SciPyDE,cec2022,1,20,9,304.54164484254704,4.5416448425470435,80100,0,3.969360828399658
LBFGSB,cec2022,1,20,9,300.0000000003675,3.674927029351238e-10,798,1,0.022400379180908203
PSO,cec2022,1,20,9,300.00000000000017,1.7053025658242404e-13,80100,1,6.3346545696258545
GWO,cec2022,1,20,9,514.2145061820214,214.2145061820214,80100,0,7.036052227020264
GA,cec2022,1,20,9,302.7861454956497,2.7861454956496914,80100,0,12.134044885635376
SSA,cec2022,1,20,9,300.00000019933594,1.993359433072328e-07,152100,0,15.790274143218994
NLSHADE-RSP,cec2022,1,20,10,300.0000000000001,1.1368683772161603e-13,80002,1,2.139230966567993
LSHADE,cec2022,1,20,10,300.0,0.0,56400,1,1.6802592277526855
JADE,cec2022,1,20,10,300.0,0.0,59600,1,1.6846835613250732
jSO,cec2022,1,20,10,300.0,0.0,68282,1,2.07234787940979
Spiral-LSHADE,cec2022,1,20,10,300.0000000000042,4.206412995699793e-12,80000,1,5.703726291656494
CMAES,cec2022,1,20,10,300.00000000000006,5.684341886080802e-14,8125,1,0.9437389373779297
SciPyDE,cec2022,1,20,10,303.89819664159546,3.8981966415954616,75300,0,3.549297332763672
LBFGSB,cec2022,1,20,10,300.0000000049203,4.920309493172681e-09,924,1,0.026198387145996094
PSO,cec2022,1,20,10,300.00000000000017,1.7053025658242404e-13,80100,1,5.589646816253662
GWO,cec2022,1,20,10,393.11077702111584,93.11077702111584,80100,0,6.295609474182129
GA,cec2022,1,20,10,333.7467101306792,33.74671013067922,80100,0,10.119360446929932
SSA,cec2022,1,20,10,300.0000047533562,4.753356222408911e-06,152100,0,15.58720064163208
NLSHADE-RSP,cec2022,1,20,11,300.00000000000045,4.547473508864641e-13,80002,1,2.1968908309936523
LSHADE,cec2022,1,20,11,300.0,0.0,48900,1,1.4067888259887695
JADE,cec2022,1,20,11,300.0,0.0,59800,1,1.75083327293396
jSO,cec2022,1,20,11,300.0,0.0,69500,1,2.153233051300049
Spiral-LSHADE,cec2022,1,20,11,300.00000000000193,1.9326762412674725e-12,80000,1,5.6568310260772705
CMAES,cec2022,1,20,11,300.00000000000006,5.684341886080802e-14,6589,1,0.7750976085662842
SciPyDE,cec2022,1,20,11,310.4223221997416,10.422322199741586,80100,0,3.873955011367798
LBFGSB,cec2022,1,20,11,300.00000000492355,4.923549568047747e-09,924,1,0.025929927825927734
PSO,cec2022,1,20,11,300.00000000000017,1.7053025658242404e-13,80100,1,5.466542959213257
GWO,cec2022,1,20,11,359.8192299456684,59.81922994566838,80100,0,6.7449047565460205
GA,cec2022,1,20,11,309.2753815229013,9.275381522901284,80100,0,10.96161937713623
SSA,cec2022,1,20,11,300.0000095809387,9.580938694853103e-06,152100,0,14.912610530853271
NLSHADE-RSP,cec2022,1,20,12,300.0000000000002,2.2737367544323206e-13,80002,1,2.371279001235962
LSHADE,cec2022,1,20,12,300.0,0.0,51600,1,1.5354499816894531
JADE,cec2022,1,20,12,300.0,0.0,68300,1,1.958888292312622
jSO,cec2022,1,20,12,300.0,0.0,68753,1,2.1125504970550537
Spiral-LSHADE,cec2022,1,20,12,300.000000000003,3.0127011996228248e-12,80000,1,5.6787004470825195
CMAES,cec2022,1,20,12,300.00000000000006,5.684341886080802e-14,7045,1,0.818756103515625
SciPyDE,cec2022,1,20,12,304.35414527749333,4.3541452774933305,79500,0,3.670482635498047
LBFGSB,cec2022,1,20,12,300.0000000189081,1.8908110632764874e-08,651,0,0.018235206604003906
PSO,cec2022,1,20,12,300.0000000000001,1.1368683772161603e-13,80100,1,5.540404319763184
GWO,cec2022,1,20,12,610.3302622350657,310.3302622350657,80100,0,6.345049142837524
GA,cec2022,1,20,12,301.21506902582763,1.2150690258276313,80100,0,9.950339078903198
SSA,cec2022,1,20,12,300.00003000016864,3.000016863552446e-05,152100,0,14.609681129455566
NLSHADE-RSP,cec2022,1,20,13,300.0000000000001,1.1368683772161603e-13,80002,1,2.307882070541382
LSHADE,cec2022,1,20,13,300.0,0.0,54200,1,1.6846444606781006
JADE,cec2022,1,20,13,300.0,0.0,63800,1,1.9372611045837402
jSO,cec2022,1,20,13,300.00000000000006,5.684341886080802e-14,65386,1,2.086406707763672
Spiral-LSHADE,cec2022,1,20,13,300.0000000000026,2.6147972675971687e-12,80000,1,5.9843785762786865
CMAES,cec2022,1,20,13,300.0,0.0,6265,1,0.7757954597473145
SciPyDE,cec2022,1,20,13,304.2845495330838,4.284549533083805,69600,0,3.4282548427581787
LBFGSB,cec2022,1,20,13,23524.68360816563,23224.68360816563,861,0,0.032761573791503906
PSO,cec2022,1,20,13,300.0000000000001,1.1368683772161603e-13,80100,1,5.355131387710571
GWO,cec2022,1,20,13,306.190558976546,6.190558976546015,80100,0,6.1599016189575195
GA,cec2022,1,20,13,305.35080022323007,5.350800223230067,80100,0,9.683123350143433
SSA,cec2022,1,20,13,300.00000043165795,4.3165795204913593e-07,152100,0,15.465016603469849
NLSHADE-RSP,cec2022,1,20,14,300.00000000000006,5.684341886080802e-14,80002,1,2.248030185699463
LSHADE,cec2022,1,20,14,300.0,0.0,52800,1,1.628767967224121
JADE,cec2022,1,20,14,300.0,0.0,67900,1,2.0205376148223877
jSO,cec2022,1,20,14,300.00000000000006,5.684341886080802e-14,64922,1,1.8470847606658936
Spiral-LSHADE,cec2022,1,20,14,300.00000000000125,1.2505552149377763e-12,80000,1,6.202265977859497
CMAES,cec2022,1,20,14,300.00000000000006,5.684341886080802e-14,6877,1,0.7985668182373047
SciPyDE,cec2022,1,20,14,304.38274029091957,4.382740290919571,72900,0,3.5928690433502197
LBFGSB,cec2022,1,20,14,2352.039009680382,2052.039009680382,756,0,0.02081465721130371
PSO,cec2022,1,20,14,300.0000000000002,2.2737367544323206e-13,80100,1,5.917520523071289
GWO,cec2022,1,20,14,556.302321200408,256.30232120040796,80100,0,6.421506881713867
GA,cec2022,1,20,14,302.2735539098141,2.2735539098140976,80100,0,10.219428539276123
SSA,cec2022,1,20,14,300.000002123588,2.1235879898995336e-06,152100,0,15.443705558776855
NLSHADE-RSP,cec2022,1,20,15,300.0000000000001,1.1368683772161603e-13,80002,1,2.267329454421997
LSHADE,cec2022,1,20,15,300.0,0.0,52300,1,1.58603835105896
JADE,cec2022,1,20,15,300.0,0.0,63200,1,1.9238026142120361
jSO,cec2022,1,20,15,300.00000000000006,5.684341886080802e-14,64922,1,2.0727925300598145
Spiral-LSHADE,cec2022,1,20,15,300.0000000000007,6.821210263296962e-13,80000,1,6.45461893081665
CMAES,cec2022,1,20,15,300.00000000000006,5.684341886080802e-14,7945,1,1.05069899559021
SciPyDE,cec2022,1,20,15,316.5480647342044,16.548064734204388,80100,0,4.288114547729492
LBFGSB,cec2022,1,20,15,23524.683613236375,23224.683613236375,903,0,0.03395986557006836
PSO,cec2022,1,20,15,300.0000000000002,2.2737367544323206e-13,80100,1,5.976664066314697
GWO,cec2022,1,20,15,349.23286596878467,49.232865968784665,80100,0,8.095532178878784
GA,cec2022,1,20,15,318.20607367376124,18.20607367376124,80100,0,10.047964334487915
SSA,cec2022,1,20,15,300.0000003676861,3.676860842460883e-07,152100,0,15.472084760665894
NLSHADE-RSP,cec2022,1,20,16,300.00000000000375,3.751665644813329e-12,80002,1,2.1354658603668213
LSHADE,cec2022,1,20,16,300.0,0.0,49600,1,1.4289913177490234
JADE,cec2022,1,20,16,300.0,0.0,80100,1,2.3148341178894043
jSO,cec2022,1,20,16,300.00000000000006,5.684341886080802e-14,64922,1,1.988210916519165
Spiral-LSHADE,cec2022,1,20,16,300.0000000000008,7.958078640513122e-13,80000,1,5.954712390899658
CMAES,cec2022,1,20,16,300.00000000000006,5.684341886080802e-14,7417,1,0.89878249168396
SciPyDE,cec2022,1,20,16,305.22271777562605,5.222717775626052,80100,0,3.845371961593628
LBFGSB,cec2022,1,20,16,300.0000000001498,1.4978240869822912e-10,819,1,0.02227020263671875
PSO,cec2022,1,20,16,300.0000000000002,2.2737367544323206e-13,80100,1,5.672908306121826
GWO,cec2022,1,20,16,491.58375034869664,191.58375034869664,80100,0,6.555899143218994
GA,cec2022,1,20,16,370.29573412444967,70.29573412444967,80100,0,11.607786178588867
SSA,cec2022,1,20,16,300.0000066487624,6.648762393979268e-06,152100,0,15.697070121765137
NLSHADE-RSP,cec2022,1,20,17,300.0000000000004,3.979039320256561e-13,80002,1,2.100335121154785
LSHADE,cec2022,1,20,17,300.0,0.0,56200,1,1.5736963748931885
JADE,cec2022,1,20,17,300.0,0.0,69100,1,1.8920493125915527
jSO,cec2022,1,20,17,300.0,0.0,67343,1,2.0014679431915283
Spiral-LSHADE,cec2022,1,20,17,300.0000000000058,5.7980287238024175e-12,80000,1,5.752370357513428
CMAES,cec2022,1,20,17,300.00000000000006,5.684341886080802e-14,6721,1,0.7049674987792969
SciPyDE,cec2022,1,20,17,303.61318395272036,3.6131839527203624,77700,0,3.6113197803497314
LBFGSB,cec2022,1,20,17,300.00000000017553,1.7553247744217515e-10,735,1,0.020273685455322266
PSO,cec2022,1,20,17,300.0000000000001,1.1368683772161603e-13,80100,1,6.324767351150513
GWO,cec2022,1,20,17,361.25824404872264,61.258244048722645,80100,0,6.492111444473267
GA,cec2022,1,20,17,327.13395899164254,27.133958991642544,80100,0,11.075067520141602
SSA,cec2022,1,20,17,300.0000042547892,4.254789189417352e-06,152100,0,15.661218404769897
NLSHADE-RSP,cec2022,1,20,18,300.00000000000006,5.684341886080802e-14,80002,1,2.141096830368042
LSHADE,cec2022,1,20,18,300.0,0.0,48800,1,1.456265926361084
JADE,cec2022,1,20,18,300.0,0.0,57500,1,1.6121058464050293
jSO,cec2022,1,20,18,300.0,0.0,67793,1,2.0326178073883057
Spiral-LSHADE,cec2022,1,20,18,300.0000000000045,4.490630090003833e-12,80000,1,5.774181842803955
CMAES,cec2022,1,20,18,300.0,0.0,6709,1,0.8106176853179932
SciPyDE,cec2022,1,20,18,313.1863339255002,13.186333925500207,80100,0,3.804661989212036
LBFGSB,cec2022,1,20,18,300.0000000584172,5.8417185755388346e-08,819,0,0.024040937423706055
PSO,cec2022,1,20,18,300.0000000000001,1.1368683772161603e-13,80100,1,5.85029673576355
GWO,cec2022,1,20,18,332.99724480909754,32.99724480909754,80100,0,6.860744476318359
GA,cec2022,1,20,18,354.126965801983,54.126965801982976,80100,0,10.035295963287354
SSA,cec2022,1,20,18,300.0000017465999,1.746599878060806e-06,152100,0,14.498242139816284
NLSHADE-RSP,cec2022,1,20,19,300.00000000000017,1.7053025658242404e-13,80002,1,2.0124268531799316
LSHADE,cec2022,1,20,19,300.00000000000006,5.684341886080802e-14,44800,1,1.2403051853179932
JADE,cec2022,1,20,19,300.0,0.0,58600,1,1.5874779224395752
jSO,cec2022,1,20,19,300.00000000000006,5.684341886080802e-14,65386,1,1.882863998413086
Spiral-LSHADE,cec2022,1,20,19,300.00000000000216,2.1600499167107046e-12,80000,1,5.587774753570557
CMAES,cec2022,1,20,19,300.00000000000006,5.684341886080802e-14,7069,1,0.8150999546051025
SciPyDE,cec2022,1,20,19,304.3854878530024,4.385487853002417,80100,0,3.6223840713500977
LBFGSB,cec2022,1,20,19,300.0000000631652,6.316520284599392e-08,945,0,0.02520275115966797
PSO,cec2022,1,20,19,300.00000000000017,1.7053025658242404e-13,80100,1,5.476974248886108
GWO,cec2022,1,20,19,375.2895602033561,75.28956020335607,80100,0,6.31679368019104
GA,cec2022,1,20,19,343.29042764797464,43.29042764797464,80100,0,9.908334016799927
SSA,cec2022,1,20,19,300.00000073988986,7.398898560495581e-07,152100,0,14.79153561592102
NLSHADE-RSP,cec2022,1,20,20,300.00000000000017,1.7053025658242404e-13,80002,1,2.0772714614868164
LSHADE,cec2022,1,20,20,300.0,0.0,49900,1,1.5467407703399658
JADE,cec2022,1,20,20,300.0,0.0,58500,1,1.6369683742523193
jSO,cec2022,1,20,20,300.00000000000006,5.684341886080802e-14,64445,1,1.9135186672210693
Spiral-LSHADE,cec2022,1,20,20,300.00000000000074,7.389644451905042e-13,80000,1,5.6211442947387695
CMAES,cec2022,1,20,20,300.00000000000006,5.684341886080802e-14,8569,1,0.99819016456604
SciPyDE,cec2022,1,20,20,302.32811918255743,2.3281191825574297,66300,0,3.070659875869751
LBFGSB,cec2022,1,20,20,300.00000008469897,8.469896783935837e-08,819,0,0.022565603256225586
PSO,cec2022,1,20,20,300.00000000000006,5.684341886080802e-14,80100,1,5.466090440750122
GWO,cec2022,1,20,20,351.1700231854904,51.17002318549038,80100,0,6.336008310317993
GA,cec2022,1,20,20,305.1964212304428,5.196421230442809,80100,0,9.849403142929077
SSA,cec2022,1,20,20,300.00000045920206,4.592020559357479e-07,152100,0,14.665324211120605
NLSHADE-RSP,cec2022,1,20,21,300.00000000000006,5.684341886080802e-14,80002,1,2.019230365753174
LSHADE,cec2022,1,20,21,300.0,0.0,53500,1,1.477919101715088
JADE,cec2022,1,20,21,300.0,0.0,67600,1,1.822746992111206
jSO,cec2022,1,20,21,300.00000000000006,5.684341886080802e-14,65386,1,1.875962257385254
Spiral-LSHADE,cec2022,1,20,21,300.000000000004,3.979039320256561e-12,80000,1,5.560992479324341
CMAES,cec2022,1,20,21,300.00000000000006,5.684341886080802e-14,6625,1,0.760603666305542
SciPyDE,cec2022,1,20,21,303.82383316812854,3.8238331681285445,75300,0,3.4398393630981445
LBFGSB,cec2022,1,20,21,300.00000000904777,9.047766980074812e-09,903,1,0.030456066131591797
PSO,cec2022,1,20,21,300.0000000000001,1.1368683772161603e-13,80100,1,5.539077043533325
GWO,cec2022,1,20,21,360.1361832430624,60.13618324306242,80100,0,6.26515531539917
GA,cec2022,1,20,21,301.1036721309324,1.1036721309324093,80100,0,10.067594766616821
SSA,cec2022,1,20,21,300.00000040457974,4.045797368235071e-07,152100,0,14.864489316940308
NLSHADE-RSP,cec2022,1,20,22,300.00000000000006,5.684341886080802e-14,80002,1,2.0656495094299316
LSHADE,cec2022,1,20,22,300.0,0.0,53700,1,1.5225505828857422
JADE,cec2022,1,20,22,300.0,0.0,62100,1,1.717566728591919
jSO,cec2022,1,20,22,300.00000000000006,5.684341886080802e-14,65900,1,1.946080207824707
Spiral-LSHADE,cec2022,1,20,22,300.0000000000118,1.1823431123048067e-11,80000,1,5.551962614059448
CMAES,cec2022,1,20,22,300.00000000000006,5.684341886080802e-14,8473,1,0.9871623516082764
SciPyDE,cec2022,1,20,22,303.7627463560292,3.762746356029197,77100,0,3.528559446334839
LBFGSB,cec2022,1,20,22,300.00000000043553,4.35534275311511e-10,798,1,0.028729915618896484
PSO,cec2022,1,20,22,300.0000000000005,5.115907697472721e-13,80100,1,5.3795435428619385
GWO,cec2022,1,20,22,475.29246460928044,175.29246460928044,80100,0,6.529171943664551
GA,cec2022,1,20,22,306.57935962853117,6.579359628531165,80100,0,10.200565576553345
SSA,cec2022,1,20,22,300.00000017128724,1.7128724039139342e-07,152100,0,14.624967098236084
NLSHADE-RSP,cec2022,1,20,23,300.00000000000006,5.684341886080802e-14,80002,1,2.0483059883117676
LSHADE,cec2022,1,20,23,300.0,0.0,58700,1,1.6497602462768555
JADE,cec2022,1,20,23,300.0,0.0,60200,1,1.6617870330810547
jSO,cec2022,1,20,23,300.0,0.0,67343,1,1.961012601852417
Spiral-LSHADE,cec2022,1,20,23,300.0000000000238,2.3817392502678558e-11,80000,1,5.493951320648193
CMAES,cec2022,1,20,23,300.00000000000006,5.684341886080802e-14,7585,1,0.8850789070129395
SciPyDE,cec2022,1,20,23,304.4986438869137,4.498643886913726,75000,0,3.425082206726074
LBFGSB,cec2022,1,20,23,300.0000000153761,1.5376087958429707e-08,840,0,0.022467374801635742
PSO,cec2022,1,20,23,300.0000000000001,1.1368683772161603e-13,80100,1,5.433697462081909
GWO,cec2022,1,20,23,354.7141881092125,54.7141881092125,80100,0,6.4569010734558105
GA,cec2022,1,20,23,304.68015017740294,4.680150177402936,80100,0,10.072280645370483
SSA,cec2022,1,20,23,300.00000381537797,3.815377965565858e-06,152100,0,14.625231981277466
NLSHADE-RSP,cec2022,1,20,24,300.0000000000001,1.1368683772161603e-13,80002,1,2.2696471214294434
LSHADE,cec2022,1,20,24,300.0,0.0,54600,1,1.6893980503082275
JADE,cec2022,1,20,24,300.0,0.0,68200,1,2.0592827796936035
jSO,cec2022,1,20,24,300.0,0.0,68702,1,2.1719002723693848
Spiral-LSHADE,cec2022,1,20,24,300.000000000004,3.979039320256561e-12,80000,1,5.962983131408691
CMAES,cec2022,1,20,24,300.00000000000006,5.684341886080802e-14,7081,1,0.8844654560089111
SciPyDE,cec2022,1,20,24,303.95044938513934,3.9504493851393363,75300,0,3.690843105316162
LBFGSB,cec2022,1,20,24,300.0000000000279,2.7910118660656735e-11,651,1,0.026607990264892578
PSO,cec2022,1,20,24,300.0000000000001,1.1368683772161603e-13,80100,1,5.584020614624023
GWO,cec2022,1,20,24,735.4975178987204,435.4975178987204,80100,0,6.160524368286133
GA,cec2022,1,20,24,301.2503782412491,1.2503782412491091,80100,0,10.299442768096924
SSA,cec2022,1,20,24,300.00000558874945,5.588749445450958e-06,152100,0,15.642578601837158
NLSHADE-RSP,cec2022,1,20,25,300.0000000000001,1.1368683772161603e-13,80002,1,2.049898386001587
